card_id,card_name,snkrdunk_apparel_id,usedMinPrice,usedListingCount,A1m_n,A1m_med,A1m_latest,A3m_n,A3m_med,A3m_latest,PSA10_1m_n,PSA10_1m_med,PSA10_3m_n,PSA10_3m_med,PSA9_1m_n,PSA9_1m_med,PSA9_3m_n,PSA9_3m_med,data_quality
CRD_DF5DDD6AC39442A9B8EC,메타그로스 EX,411746,5000,6,0,0,0,1,4980,4980,0,0,1,24980,0,0,0,0,A_3M_FB
CRD_2940721DC8F64D6382C2,M앱솔 EX,413467,48000,4,0,0,0,0,0,0,1,44000,4,45150,0,0,0,0,PSA_ONLY
CRD_77624728BFEA41878FA1,M대짱이 EX,413470,0,0,0,0,0,0,0,0,1,59800,2,59900,0,0,0,0,PSA_ONLY
CRD_7A536360D1EC48FB885A,피카츄,91428,21000,12,0,0,0,1,150000,150000,1,420000,4,369999,0,0,1,98000,A_3M_FB
CRD_C57E69F6FE4A4DE4BC7F,제크로무 EX,91569,20000,12,0,0,0,0,0,0,0,0,3,275000,0,0,2,52500,PSA_ONLY
CRD_BF6C559F974242FA94CE,엠페르트 BREAK,413478,0,0,0,0,0,0,0,0,1,49000,1,49000,0,0,0,0,PSA_ONLY
CRD_F962598C2D154F409151,피카츄,415503,15000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_593E4A28970A4C3C8255,이상해꽃 V,380072,1500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_7F2DC1D44D784529BCCE,M한카리아스 EX,413484,70000,4,0,0,0,0,0,0,3,69000,7,67990,0,0,0,0,PSA_ONLY
CRD_9641C573373F492FBFD8,앱솔 EX,413466,19999,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_C39B236442E240D58AAD,백마 버드렉스 V,293063,1000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_3676B88FE7374BDBB1B2,뮤츠 ex,136229,1000,5,0,0,0,0,0,0,1,12912,0,0,0,0,0,0,PSA_ONLY
CRD_814FC9FDB9F244A7A8C0,타타륜 VMAX,91194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_5F01B946CC6C4F5F95B0,세레비 V,377771,3500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_A078581BD72D413189A8,피카츄 V,100081,10800,112,3,18999,24800,10,31450,24800,23,49390,72,58400,2,15490,5,18000,A_1M_OK
CRD_CFC16E65EBC1462AB99A,에브이&테오키스 GX,392832,2222,23,1,3480,3480,6,3230,3480,7,14800,36,15032,1,5400,5,5400,A_1M_OK
CRD_67EB5EB9C55848ECA538,피카츄 ex,746312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_2A1817BBD07C4C22A018,나오하 ex,214543,1000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_9E6C0EE28A034B84B8A7,흑마 버드렉스 V,293064,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_1735A196292E42369E03,지라치 GX,392833,1000,26,2,1500,1500,6,3116,1500,3,19443,11,18800,1,3999,1,3999,A_1M_OK
CRD_24EB8C7EAF8344B58654,샤미드 VMAX,100087,4980,20,1,3750,3750,1,3750,3750,3,14895,16,13340,0,0,0,0,A_1M_OK
CRD_ED421019893142159D1C,리자몽 VSTAR,325079,1000,43,5,2500,2500,28,3999,2500,4,22375,24,28399,2,5500,7,5000,A_1M_OK
CRD_9CCFB4AA766D475E8C62,에이스번 VMAX,378894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_CE93CF20BC2D40369EA6,팬텀 VMAX,292565,3980,150,3,7000,7200,28,6000,7200,26,27624,81,21484,3,6250,19,5600,A_1M_OK
CRD_3FAD1A600E1E4A68BEFC,크로뱃 V,292566,119999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_8D64C44C0FE64E8EA849,비크티니 V,377725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_FE0B395843164577B4EF,쥬피썬더 VMAX,100084,5000,21,1,5000,5000,2,5400,5000,2,13360,17,11750,0,0,0,0,A_1M_OK
CRD_37FD17FC727E435B8C84,모르페코 VMAX,378895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_7C41E202DFC4497C81E0,이상해꽃 ex,146954,9999,3,1,1000,1000,2,1000,1000,0,0,4,9182,0,0,0,0,A_1M_OK
CRD_A70AE0EAE9544E4091AC,메가팬텀 ex,674418,1000,173,2,5022,5600,12,2196,5600,28,7821,88,8872,4,2999,14,3154,A_1M_OK
CRD_C2A0DB2254344C62AF81,민화의 라플레시아 ex,737015,1100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_82FEBC891CD64CE98880,윽우지 VMAX,101653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_B1DFD3C3E5BB4423BF03,님피아 ex,332801,4000,2,0,0,0,0,0,0,0,0,1,7999,0,0,0,0,PSA_ONLY
CRD_48F9A5034BD346849260,제라오라 V,288958,1000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_292EB503923B4ADDAA36,테오키스 V,288981,1500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_A4E698560C3F430A9CE4,루카리오 VSTAR,326028,1000,14,1,2200,2200,9,2040,2200,1,18000,4,22400,0,0,0,0,A_1M_OK
CRD_1B7FAED9F23141518159,레지락 V,331533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_8B64BC8FA3984544BD29,아쿠스타 GX,392866,98000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_CC99F95ECF194AAFBB28,빠르모트 ex,121938,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_EE0DF97B0C5B4FDC88C7,쁘사이저 GX,397402,1800,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_1550F9965A5248E99C97,리자몽 ex,263338,1000,5,1,1500,1500,3,1500,1500,5,10000,11,10000,0,0,0,0,A_1M_OK
CRD_F4C1735159F14F65A589,메가디안시 ex,674426,1050,5,1,1000,1000,0,0,0,0,0,0,0,0,0,0,0,A_1M_OK
CRD_4F738DC1C0384C8E8415,제라오라 VMAX,288959,1000,7,0,0,0,0,0,0,1,8500,3,8500,0,0,0,0,PSA_ONLY
CRD_26F927BEACCC4E94ABAB,테오키스 VMAX,288982,2000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_38F8D1BD378046E49339,카푸꼬꼬꼭 V,377607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_74F86A62A42E4BF9ACC7,따라큐 ex,806407,1000,3,0,0,0,0,0,0,1,9800,0,0,0,0,0,0,PSA_ONLY
CRD_DD658800D89F4F87A58E,묘두기 ex,121940,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_2FE00DB6CB1E400085C1,테오키스 VSTAR,288983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_496BA4D8911D4BBABCD9,다크라이 V,326248,1000,22,1,1000,1000,2,1990,1000,2,22999,5,12000,0,0,0,0,A_1M_OK
CRD_A4507E6EECB24AD88AC1,이브이 V,326267,2680,48,1,5000,5000,9,5900,5000,20,13731,64,15684,0,0,1,5500,A_1M_OK
CRD_506A9FE402DF410A9083,리자몽 GX,396626,2900,43,1,12795,12795,7,5980,12795,4,26650,18,28749,2,3580,4,4040,A_1M_OK
CRD_C8514FE93E8D4BEBBEDE,마리의 오롱털 ex,509393,1100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_BAA4E53EBC95419998FA,전룡 ex,806384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_D6BD7408ABA74C26951D,성호의 메타그로스 ex,509406,1800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_929B183535F2447CBCE3,모크나이퍼 ex,129798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_DF013D345EDD410F96BB,라우드본 ex,136235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_3E730E3C8E944D9C8CAD,리자몽 ex,146956,1000,34,0,0,0,6,2850,2800,2,15000,12,16874,0,0,1,2555,A_3M_FB
CRD_A01A880A185C48ADAAAF,루카리오 ex,806360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_3761F2C151EE4116B9EE,블래키&다크라이 GX,392852,2000,79,7,10000,14933,35,9833,14933,20,33050,73,37500,9,7500,22,7850,A_1M_OK
CRD_C1D0A9CD6A504D1B974A,뽀록나 ex,425262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_68C455E4A71E4DBA86E7,리자몽 GX,104617,1800,34,0,0,0,6,9100,13500,0,0,9,52000,0,0,3,9500,A_3M_FB
CRD_76C27B14CD0C45E3A73B,롱스톤 GX,392883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_D333E4DB73424513B205,쥬피썬더 GX,392741,5000,11,0,0,0,1,2980,2980,2,13150,12,14999,0,0,3,4000,A_3M_FB
CRD_1C425DFA45494FDC8351,비크티니 ex,129804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_00A1C8B22B694905AABF,개굴닌자 V,802481,1000,8,1,1000,1000,0,0,0,1,9665,0,0,0,0,0,0,A_1M_OK
CRD_A299CA442C2A41558B6E,포푸니라 GX,392857,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_64C02283DD0E49BEA124,갸라도스 GX,397445,4000,9,0,0,0,2,2700,3300,0,0,6,28750,0,0,0,0,A_3M_FB
CRD_89833C24B80A4DB1A938,개굴닌자 ex,214558,1000,10,0,0,0,0,0,0,2,7600,0,0,0,0,0,0,PSA_ONLY
CRD_91CB67168AB14A918C59,이브이 GX,392716,1500,3,0,0,0,0,0,0,1,15999,8,16749,0,0,0,0,PSA_ONLY
CRD_B71DC5DF10B44392841A,유크시,446911,26800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_663C98F6109848CD9597,이브이 GX,392734,2999,9,0,0,0,0,0,0,0,0,5,16425,0,0,0,0,PSA_ONLY
CRD_75F07C682B69468CA27A,메가메가니움 ex,740166,2899,4,2,3088,3000,4,3088,3000,0,0,0,0,0,0,0,0,A_1M_OK
CRD_ABED7ECAA2C04766839E,피카츄 V,802480,1000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_70914C281622475CA8B8,이브이 GX,392744,3400,10,0,0,0,0,0,0,1,19500,7,19500,0,0,1,7000,PSA_ONLY
CRD_F93C79FD4F1A4ADB8589,성호의 메탕,509418,1980,12,0,0,0,0,0,0,4,7224,20,7500,1,3100,1,3100,PSA_ONLY
CRD_7B2AC59C744C44BF9B8D,엠라이트,446913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_B6BEB22D4E0AE7AADC2865D17E9AE564,피카츄 (SWSH020 프로모),93381,30999,68,2,107495,90000,7,127000,90000,15,195000,54,207750,3,71000,10,68200,A_1M_OK
CRD_2252E930246B4993998A,마리의 모르페코,509405,2200,88,3,3300,3500,10,3000,3500,25,9296,82,9475,4,2980,14,2980,A_1M_OK
CRD_C5460BA77BF844449364,아그놈,447025,1280,1,0,0,0,0,0,0,1,98000,1,98000,0,0,0,0,PSA_ONLY
CRD_CCC9B1752D4045849237,라이츄 GX,397420,2555,11,0,0,0,1,2800,2800,0,0,1,12777,0,0,0,0,A_3M_FB
CRD_DF733DFFA0674744AF83,레시라무 ex,425266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_D51E4A66843B4E17B6F8,메로엣타,674431,1000,33,1,1470,1470,1,1470,1470,10,6983,46,6981,1,3500,6,2575,A_1M_OK
CRD_4E8F8D42F8524276A6BD,뮤츠 GX,397451,3000,22,1,30000,30000,4,12750,30000,1,66000,9,59800,0,0,1,5980,A_1M_OK
CRD_1C040171393842089CFF,고우스트,674424,2480,54,9,2466,2000,35,2100,2000,31,11633,89,11774,6,4965,23,4000,A_1M_OK
CRD_D62E450DC27F4ACBBA35,자시안 V,326951,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_035B0C7E2A9E47CA878C,개굴닌자 ex,129819,1000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_8DE3C0F874CB476BAA7D,마기라스 V,379625,3000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_83ED01B41C3648FCA47B,푸크린 GX,397429,2000,2,0,0,0,0,0,0,0,0,0,0,1,3999,0,0,PSA_ONLY
CRD_405854EB09E342C08AFB,다크라이 ex,214575,1000,9,1,1000,1000,0,0,0,0,0,0,0,0,0,0,0,A_1M_OK
CRD_5F5654DF27524F1385D6,가이오가 ex,425269,9000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_87649DD1BF8243E3895F,피카츄 ex,425270,1000,82,2,1575,1350,23,1700,1350,5,12700,34,14717,0,0,2,4000,A_1M_OK
CRD_D80CF1FA048C431C9F66,글라이온,435661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_0A4BC771BE0743608661,에브이 GX,91221,29800,10,0,0,0,0,0,0,3,68000,12,77561,0,0,2,29400,PSA_ONLY
CRD_A8F8B7FADADA4B9C8D2F,자루도 V,380126,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_6CC0A5E07CEC4B85923F,미라이돈 ex,129836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_86A7F5C65D4D4EF997C0,카푸꼬꼬꼭 ex,425271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_95BCC4E4C079449AB3C2,픽시 ex,129838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_B6294903334744A58D01,지우의 피카츄,91255,48800,15,0,0,0,0,0,0,1,179000,6,179500,0,0,0,0,PSA_ONLY
CRD_E9C4D238A08646EA997E,M입치트 EX,413372,2000,2,0,0,0,0,0,0,0,0,1,24000,0,0,0,0,PSA_ONLY
CRD_9FA8A518D9414469BEF9,단지래플 V,380121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_93D36BC983F24BABBFD1,벰크 BREAK,413375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_0F7BC33D863F44F7AA78,오리진 펄기아 V,96643,2200,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_F42636A1EA3142B89771,리피아 GX,93047,15800,9,0,0,0,0,0,0,1,53800,4,55025,0,0,0,0,PSA_ONLY
CRD_AA0DD2AA1FBC4EEFABF7,자크로,139589,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_B27EE9CB54BE42CFB26C,자크로,126539,1400,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_088EFCFA66FD4762A236,파이어로 BREAK,413432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_0810CE32B1AB400B95BA,한카리아스&기라티나 GX,104614,4000,4,0,0,0,0,0,0,1,23900,1,23900,0,0,0,0,PSA_ONLY
CRD_1BE9EEDEDD6944B99663,파비코리 EX,389625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_5DB81F6CB60742D3952B,찌리배리 ex,120684,1000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_79944D97ECE040D19022,메가자리 ex,730049,1000,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_487F923F9A884FFDBD8A,메가개굴닌자 ex,776365,26999,403,29,43114,32745,90,50456,32745,32,73711,85,98442,9,37000,15,39900,A_1M_OK
CRD_128F70C0C950473788AA,브리두라스 ex,358108,1500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_F04EAB8226244033828C,팔데아 토오 ex,160121,1000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_4515FE8F178F464F92D2,다투곰 붉은 달 ex,227634,1000,5,0,0,0,0,0,0,1,6800,2,6900,0,0,0,0,PSA_ONLY
CRD_4EB0074F19194FD08F0B,파라블레이즈 ex,730077,1000,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_9E40D9EE7D9844C4868B,레지드래고 V,100552,1000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_A25CB6E36FC71EBDA24B,판초를 입은 피카츄,91223,178000,8,0,0,0,0,0,0,3,535000,12,515000,1,240000,2,229999,PSA_ONLY
CRD_8A3F004027634756AA94,대왕끼리동 ex,120836,1000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_C00E1C8CFE15D51E795F88D9D5D14E94,판쵸 피카츄 (메가 캠페인),91377,65000,50,2,235000,250000,2,235000,250000,13,391333,52,382500,4,212499,14,176500,A_1M_OK
CRD_8EA0FE1484B142468656,명탐정 피카츄,93066,39800,9,0,0,0,0,0,0,0,0,6,136500,0,0,0,0,PSA_ONLY
CRD_906A3DF2C7B04997AE4D,개굴닌자 EX,411675,19500,5,0,0,0,0,0,0,3,58500,6,59250,0,0,2,22500,PSA_ONLY
CRD_C41854F7D20E8756104AAA3F9F81E8EA,요코하마 피카츄 (283),93078,28000,23,1,90000,90000,3,98000,90000,13,180000,38,180000,2,62400,12,61900,A_1M_OK
CRD_669F982DB44549EFB5E2,견고라스 EX,411777,50000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_7ADE94812E08415390CB,제크로무 GX,107551,23800,15,0,0,0,0,0,0,0,0,11,64800,0,0,2,13890,PSA_ONLY
CRD_8F205E645B108BEC8791C00BDAD3271D,교토 피카츄,91423,89999,23,0,0,0,0,0,0,13,365000,33,354999,4,154000,9,145000,PSA_ONLY
CRD_FEC343BD9F0F4A36ABE1,사마자르 V,139584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_38D221213CD04120860A,총지엔 ex,156409,1000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_D0F99DC13CF34DFD957C,오리진 펄기아 V,103062,1000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_EDD80B822E564D249409,악비아르 EX,411701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_58AEBF1133424C8B92C1,저승갓숭 ex,118632,1000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_4500844A9586482C906C,이브이&잠만보 GX,107497,30000,63,0,0,0,6,39249,48000,17,79800,56,81030,1,33000,15,29974,A_3M_FB
CRD_11E8AAB5199A493C9515,더시마사리 GX,389191,2500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_6EED812BE5FE4E45BB0A,다크라이 GX,91355,9500,9,0,0,0,0,0,0,0,0,3,94444,0,0,1,35000,PSA_ONLY
CRD_64EEDFC9E563497FA922,루자미네,91325,80000,38,1,140000,140000,3,159999,140000,10,444500,33,460000,0,0,2,132499,A_1M_OK
CRD_D43499400639421BA34A,한카리아스 EX,413438,22222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_D0443324171B2CC0D77258357000A417,스탬프박스 피카츄,91118,350000,120,0,0,0,0,0,0,29,650000,85,695000,4,337250,16,365000,PSA_ONLY
CRD_63F5B0FD4B07476CB192,파오젠 ex,120833,1000,4,0,0,0,0,0,0,2,7500,2,7500,0,0,0,0,PSA_ONLY
CRD_15AD6DF96106438BA899,쥬피썬더 EX,106290,8500,9,0,0,0,1,7000,7000,3,22000,7,28000,0,0,0,0,A_3M_FB
CRD_7AC86543E266416EBBF3,오리진 펄기아 V,91141,12500,46,2,10999,11000,13,11000,11000,12,28500,39,30100,1,12500,2,12250,A_1M_OK
CRD_7DED027B94C6483F9495,알로라텅구리GX,407404,29999,1,0,0,0,0,0,0,2,32500,0,0,0,0,0,0,PSA_ONLY
CRD_0421FACBD6704E71B2CE,입치트 EX,413371,1000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_78C5517A0AB142AC8502,나인테일 EX,413379,1800,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_4DA4E6DE9B234E42BAE2,총지엔 ex,118633,1000,5,1,1800,1800,1,1800,1800,1,10000,3,8000,0,0,0,0,A_1M_OK
CRD_2B0E8A61C671491BBA15,카푸꼬꼬꼭 GX,107560,18500,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_CE3692D573244C4CB4EA,주혜,91142,5400,148,2,6649,6300,4,6699,6300,21,14635,69,17525,5,6000,10,6150,A_1M_OK
CRD_8E484372B84147938583,경채,139590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_8C028EC35A4A49469342,난천의 한카리아스 ex,531303,99000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_32D88C6671424AA28280,카푸꼬꼬꼭 GX,335882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_FA27D6FC488F4ABEAE4F,사마자르 VSTAR,139588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_0B188D85E3A44B03D1BA,판초를 입은 이브이,91234,480000,6,0,0,0,0,0,0,0,0,4,465000,0,0,2,167500,PSA_ONLY
CRD_3BB0CBC7ABDE40CC8213,알로라고지 GX,407867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_84956B7620D249279F78,기라티나(프리즘스타) [오리진폼],396040,4000,6,0,0,0,0,0,0,0,0,5,39800,0,0,0,0,PSA_ONLY
CRD_143F9BB41FBA43D5B5DE,야도킹 ex,120782,1000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_0916BCC640C24E4088BB,드닐레이브,120827,2000,10,0,0,0,1,1000,1000,4,9500,13,8800,1,3498,1,3498,A_3M_FB
CRD_1F7AA893695B4F56A551,M보만다 EX,413444,5000,12,1,9490,9490,1,9490,9490,4,32750,8,32750,0,0,1,10000,A_1M_OK
CRD_53220555F67B44E18651,달코퀸 GX,403554,30000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_CB69C20D58AF4D51A9AF,번치코 EX,411771,4600,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_1FC4B3E18BB94A0EB6CC,아머드 뮤츠,107574,4800,170,9,44500,54305,28,40000,54305,12,168333,46,170499,5,39800,24,39800,A_1M_OK
CRD_3D1314647FED4C4BB1D1,루가루암 GX,106126,19800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_D4EFCEF0EEB948B7B754,아고용 GX,338392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_56AEEC243AFF49348A6E,대왕끼리동 ex,120805,1000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_85DA754292A84C40923E,지우개굴닌자 EX,169062,8000,25,0,0,0,1,34980,34980,5,158000,19,128000,4,38943,7,38888,A_3M_FB
CRD_98BE07D514F34C678851,피카츄,107450,27800,12,1,45000,45000,2,41388,45000,3,125000,14,130000,2,27950,4,28000,A_1M_OK
CRD_33CA09BF26188C6BDA6EA9F79332A025,판쵸 피카츄 (리자몽 X),91389,1150000,23,0,0,0,0,0,0,8,3685000,17,3500000,0,0,0,0,PSA_ONLY
CRD_0A903CAA6FAE43DA81D3,M프테라 EX,413369,7800,4,0,0,0,0,0,0,1,20000,4,19000,0,0,0,0,PSA_ONLY
CRD_367674FDDC443996584B85A2030A01A3,판쵸 피카츄 (가라도스),91391,1890000,8,0,0,0,0,0,0,4,1920000,18,1869000,0,0,0,0,PSA_ONLY
CRD_50B50B0ABF4D437598F7,마임맨 GX,404467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_5C104F12C3C94EE49C84,명탐정 피카츄,93080,39800,16,1,49056,49056,5,55555,49056,5,120000,14,141374,1,39000,2,41999,A_1M_OK
CRD_01AD02026ECC4FEDBF4F,이상해꽃 EX,413428,17800,4,0,0,0,0,0,0,0,0,1,12800,0,0,0,0,PSA_ONLY
CRD_E604CAA8F82C48FB8EDF,사마자르 V,139554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_318B01AFB53C42318601,더시마사리 GX,389217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_787EEE4CA17C4384B003,경채,126540,1000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_E1B6948E73434311B499,피카츄 EX,107388,13000,39,0,0,0,1,98000,98000,9,170000,25,179250,2,75000,11,69800,A_3M_FB
CRD_EA0059F230D4B436EAE5B890AB606333,판쵸 피카츄 (리자몽 Y),126338,1650000,12,0,0,0,0,0,0,7,2600000,16,2600000,0,0,2,1549000,PSA_ONLY
CRD_6048FC300CB84CADAB99,리자몽 EX,91424,7776,10,0,0,0,0,0,0,0,0,1,218000,0,0,0,0,PSA_ONLY
CRD_485ACB25D5DE4A248426,그푸리,120822,1000,9,0,0,0,0,0,0,1,6610,8,6750,0,0,0,0,PSA_ONLY
CRD_6412506A2B9B42B895C2,대짱이 EX,411781,29300,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_243B025EA81342949B2D,피카츄,475194,1000,229,15,2000,1900,58,2053,1900,30,15040,91,14849,9,3977,38,3500,A_1M_OK
CRD_278AFBE27D01417B9CBC,칼라마네로,411774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_2BE4A0CA25944D3292C7,히드런 V,139583,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_A126650873921A29A1AC79F0125D6C30,요코하마 피카츄 (282),93050,26800,23,0,0,0,0,0,0,6,240500,19,249500,2,101000,8,94000,PSA_ONLY
CRD_AAA1B0D73E594E6E9585,나옹,441212,6500,116,1,10000,10000,4,13888,10000,20,26662,70,27864,1,13500,6,9749,A_1M_OK
CRD_A63442582F7F4F8BABC9,볼케니온(프리즘스타),396019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
CRD_64121CF918D94791A1DD,솔가레오 GX,335919,3333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A_NO_PTS
